SKU;Nome do produto;Categoria;Subcategoria;Descricao curta;Descricao completa;Unidade de venda;Qtd por embalagem;Marca;URL da imagem;Status;Estoque;Tem Variacao
390252;Copo Cristal Supremo 200ml 20x50 CX C/1000un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1000;;;Inativo;0;NAO
390253;Colher Desc.transparente Cx.c/1000un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1000;;;Ativo;6;NAO
390254;Prato Desc Branco 15cm C/10un;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Caixa;10;Copocchio;;Inativo;0;NAO
390255;Canudo Especial Para Roska;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390256;Cumbuca Plast Funda Nr.12 Branca 100x10 CX C/5000;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1;;;Inativo;0;NAO
390257;Copo Desc Mania Colorido De 300ml 20x30 CX C/3000;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Caixa;1;;;Inativo;0;NAO
390258;Guardanapo Gold 23x23 Fs, FD C/50pct C/100un;Papel e Descartáveis;Guardanapo;Produto profissional;;Pacote;100;;;Inativo;0;NAO
390259;Copo Isopor 180ml PCT C/25un;Papel e Descartáveis;Copos Descartáveis;Produto profissional;;Pacote;25;;;Ativo;2;NAO
390260;Palito Para Churrasco PCT C/50un;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;50;;;Inativo;0;NAO
390261;Luva Verniz Amarela Ref. Tam P;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Inativo;0;NAO
390262;Filme Pvc Bob 28x15mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390263;Cesto 12 LT S/tampa Preto 25x32,5-plasvale;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (12L);1;;;Ativo;28;NAO
390264;Sacos P/amostra Capacidade 500ml;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (500ml);1;;;Inativo;0;NAO
390265;Garfo Desc. Refeiçao Transp PCT C/50un;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;50;;;Inativo;0;NAO
390266;Estrado 50x50;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Lar Plasticos;;Inativo;0;NAO
390267;Balde 04lt Com Alça Amarelo;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;Bralimpia;;Inativo;0;NAO
390268;Pa P/lixo Sem Cabo;Utensílios de Limpeza;Pás para Lixo;Produto profissional;;Unidade;1;;;Ativo;22;NAO
390269;Papel Aluminio 45x7,5m;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;Giromix;;Inativo;0;NAO
390270;Conj Lixeira Selet C/04, Tpa Basc 60lt-larplastico;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (60L);1;;;Inativo;0;NAO
390271;Espremedor Para Carro Doblo;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390272;Espatula 4¨ C/cabo;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Inativo;0;NAO
390273;Lixeira Selet Verm Tpa Basc 50lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;Plasvale;;Ativo;5;NAO
390274;Lixeira Selet Amar Tpa Basc 50lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;Plasvale;;Ativo;6;NAO
390275;Lixeira Selet Azul Tpa Basc 50lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;Plasvale;;Ativo;3;NAO
390276;Lixeira Selet Verde Tpa Basc 50lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;Plasvale;;Ativo;4;NAO
390277;Relogio Parede Oct Liso;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Nativo;;Ativo;15;NAO
3902777;Bolsa Amarela C Gravacao - Venda;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390278;Relogio Parede Oct Liso;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Nativo;;Ativo;10;NAO
390279;Escada De Aluminio Domestica 7 Degraus;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Unidade;1;Mor;;Inativo;0;NAO
390280;Pasta Susp C/vareta Plast Verde (5140);Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Polycart;;Inativo;0;NAO
390281;Pasta Susp C/vareta Plast Amarela (5140) -polycart;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390282;Pasta Susp C/vareta Plast Transp (5140);Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Polycart;;Inativo;0;NAO
390283;Desentupidor Vasos,ralos E Pias 300g;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Embalagem (300G);1;Muriax;;Ativo;12;NAO
390284;Lixeira C/ Tampa Basc Azul 100lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (100L);1;Larplastico;;Inativo;0;NAO
390285;Escada De Alum Domestica 06 Degraus;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Mor;;Inativo;0;NAO
390286;Escada De Alum Domestica 08 Degraus;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Mor;;Inativo;0;NAO
390287;Desentupidor Vasos,ralos E Pias 300g;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Embalagem (300G);1;Muriax;;Inativo;0;NAO
390288;Saco Bobina 01kg - Tam 20x30;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (01Kg);1;1,0Kg;;Ativo;27;NAO
390289;Arquivo Morto 350x245x135mm, Azul;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Alaplast;;Ativo;10;NAO
390290;Lixeira C/ Tampa Basc Azul 100lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (100L);1;Larplastico;;Inativo;0;NAO
390291;Envelope Plastico Medio A4 4 Furos C/50fl;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390292;Marcador Perm P.fina Cd/dvd 1,0mm Azul;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390293;Fita Adesiva Crepe 18x50;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Adelbras;;Inativo;0;NAO
390294;Porta Papel Toalha Bco Interf;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;Dropy Ldti600;;Inativo;0;NAO
390295;Porta Papel Hig Bco Rolo;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Dropy Ldpr 500;;Ativo;30;NAO
390296;Sabonet.porta Alc Gel C/reserv Bca;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Dropy Lds850;;Ativo;35;NAO
390297;Bico De Reserv P/saboneteira Liquida;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Fortcom;;Inativo;0;NAO
390298;Valvula P/saboneteira Espuma;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Dropy;;Ativo;30;NAO
390299;Botijao Termico Duplo 12l (2x6l);Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (12L);1;Lume Inox;;Inativo;0;NAO
390300;Reservatorio P/sab Espuma;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Nobre City;;Ativo;6;NAO
390301;"Placa Sinal ""piso Ecorregadio/manutençao";Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390302;Vassoura Jardim Met 22d Cabo 120;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Tramontina;;Inativo;0;NAO
390305;Pallete Plastico Na Cor Preta;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390306;Presilha De Metal Para Cracha PCT C/100un;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Pacote;100;;;Inativo;0;NAO
390307;Caneta Marcador Pincel Perman Pto 2,0;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390308;Tesoura Essentials Green 21cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Maped;;Inativo;0;NAO
390309;Pasta Suspensa Marmorizada CX C/50un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;50;Dello;;Inativo;0;NAO
390310;Envelope Plastico A4 11 Furos C/10fl;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Dac;;Inativo;0;NAO
390311;Filme Autoadesivo 45cmx2 Transp;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Colacril;;Inativo;0;NAO
390312;Papel Verge 180g 50fl A4 Branco Usapel;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (180G);1;;;Inativo;0;NAO
390313;Caneta Economic C/50 1,00mm Azul Compactor;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;1;NAO
390314;Caneta P/retro-projetor 2.0mm Azul CX C/12 Pilot;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1;;;Inativo;0;NAO
390315;Caderno Univ Capa Dura 1x1 96fls Mais+ Tilibra;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390316;Papel 75g Chamex Color 500fl Azul Ipaper;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Embalagem (75G);1;;;Inativo;0;NAO
390317;Papel 75g Chamex Color 500fl Amarelo Ipaper;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Embalagem (75G);1;;;Inativo;0;NAO
390318;Rodas Carro Doblo (4 Rodas);Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Ativo;3;NAO
390319;Carro Tipo Plataforma, Cap 800kg, 4 Rodizios;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (800Kg);1;;;Inativo;0;NAO
390320;Marcador Perm P.media Cd/dvd 2,0mm Pto CX C12pilot;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1;;;Inativo;0;NAO
390321;Filme Pvc 28x300mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;Lisafilm;;Ativo;25;NAO
390322;Quadro P/organograma Em A3;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390323;Div Plast C/12 Proj A4 Cr 12intba Yes;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390324;Apagador Para Quadro Branco;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390325;Pasta Az Tam Oficio Dorso Largo;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390326;Estilete Medio;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390327;Caixa Organiz 16,5lt Bca C/tampa;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (16L);1;;;Inativo;0;NAO
390328;Prato Desc Branco 21cm C/10uni;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Unidade;1;Copocchio;;Ativo;22;NAO
390329;Grampos 23/13 C/1000un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1000;;;Inativo;0;NAO
390330;Fita Adesiva Crepe 48x50;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Adelbras;;Inativo;0;NAO
390331;Pendrive 32gb;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Multilaser;;Inativo;0;NAO
390332;Luva Vinil Transp S/amido CX C/100un G;EPI e Segurança;Luvas de Procedimento;Sem pó, caixa c/ 100;;Caixa;100;Volk;;Ativo;14;NAO
390333;Luva Vinil Transp S/amido CX C/100un M;EPI e Segurança;Luvas de Procedimento;Sem pó, caixa c/ 100;;Caixa;100;Volk;;Ativo;44;NAO
390334;Carro Funcional America Black Cfblackt;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390335;Giz Escolar Comum Branco CX C/64unid;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;64;Delta;;Inativo;0;NAO
390336;Etiq Inkjet/laser Carta 25fl;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390337;Caixa Correspondencia Dupla Articulavel Cristal;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390338;Fita Magica Adesiva 12x20 Scotch Transp 3m;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390339;Porta Canetas Clips E Lembrete Cristal;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Dello;;Inativo;0;NAO
390340;Lapiseira 0.9;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Cis;;Inativo;0;NAO
390341;Caneta Bps Ponta Fina 0,7mm Preto Pilot CX 12;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1;;;Inativo;0;NAO
390342;Perfurador 4 Furos Escala 10fl;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Eagle;;Inativo;0;NAO
390343;Papel 75g Chamex 500fl A3 Ipaper;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Embalagem (75G);1;;;Inativo;0;NAO
390344;Envelope Branco 220x320;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390345;Paleta Plast P/drink 11cm PCT C/500un;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;500;Elite;;Inativo;0;NAO
390346;Divisoria C/05 Visores;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390347;Lixeira Pta 50lt C/pedal Alta Resist;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;Larplastico;;Inativo;0;NAO
390348;Conj Lixeira Selet C/03, Tpa Basc 50lt-larplastico;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;;;Inativo;0;NAO
390349;Cesto 15lt (ver, Az E Amar) C/tampa Flip Top 24x34;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (15L);1;;;Ativo;6;NAO
390350;Cesto 22lt(ver, Az Bc Amar) C/tampa Fliptop 24x60;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (22L);1;;;Ativo;10;NAO
390351;Pote Retangular C/tampa 6 Pctx24un 750ml;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Pacote;1;;;Inativo;0;NAO
390354;Tapete 40x60 Preto C/borda 5cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390355;Tapete Secante 60cm Largura Mt;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390377;Aromatizante/neutralizador At 05lt;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Galão (5L);1;Mercotech;;Ativo;8;NAO
390378;Limpa Procelanato Porcelain 05lt;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (5L);1;Mercotech;;Inativo;0;NAO
390383;Luva Viniflex Transp S/amido CX C/100un M;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;100;Vaben;;Inativo;0;NAO
390384;Luva Viniflex Transp S/amido CX C/100un M;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;100;Vabene;;Inativo;0;NAO
390385;Luva Viniflex Transp S/amido CX C/100un P;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;100;Vabene;;Inativo;0;NAO
390387;Pano Microfibra Kit C/3un 30x30 Az/rz/vd-casaambie;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;3;;;Ativo;26;NAO
390388;Saco Freezer 7l 100un 33x40cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (7L);1;Vabene;;Inativo;0;NAO
390389;Saco Freezer 5l 100un 28x40cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (5L);1;Vabene;;Inativo;0;NAO
390390;Saco Freezer 3l 100un 23x35cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (3L);1;Vabene;;Inativo;0;NAO
390391;Luva Ranhurada Cano Longo M 39cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Volk;;Ativo;70;NAO
390392;Luva Verniz Laranja Super Ref. Tam. G;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Ativo;96;NAO
390393;Luva Verniz Laranja Super Ref. Tam. M;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Ativo;252;NAO
390394;Rastelo Jardim Plast.22d Cabo 120-tramontina;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;11;NAO
390395;Luva Verniz Verde Reforçada Tam P;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Ativo;124;NAO
390396;Pulverizador 300ml Leitoso Transp;Utensílios de Limpeza;Pulverizadores;Produto profissional;;Frasco (300ml);1;Guarany;;Inativo;0;NAO
390397;Saco P/ Dejetos Fundo Estrela 30x40;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;26;NAO
390398;Conj Mop Giratorio Compact 9l C/cesto Plast.-nobre;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (9L);1;;;Ativo;5;NAO
390399;Refil Mop Umido Para Mop Giratorio;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Nobre;;Ativo;17;NAO
390400;Pulverizador 500ml Transp;Utensílios de Limpeza;Pulverizadores;Produto profissional;;Frasco (500ml);1;Nobre;;Ativo;1;NAO
390401;Pano Microfibra 50x65;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;4;NAO
390402;Pano Microfibra 30x30 Azul Kit C/2un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;2;Nobre;;Ativo;86;NAO
390403;Gatilho De Spray Pulverizador (tubo De 27cm)-nobre;Utensílios de Limpeza;Pulverizadores;Produto profissional;;Unidade;1;;;Ativo;29;NAO
390404;Porta Hig Interf(cai Cai) Bco Ldhi500- Dropy;Equipamentos de Higiene;Porta Papel Higiênico;Produto profissional;;Unidade;1;;;Ativo;6;NAO
390405;Saboneteira Reserv Líq/gel 1lt Pta;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Frasco (1L);1;Dropylds850Bb;;Ativo;15;NAO
390406;Porta Papel Hig Em Rolo Pta;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Dropy Ldpr500Bb;;Ativo;6;NAO
390407;Porta Papel Toalha Interf Pta;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;Dropy Ldti600Bb;;Ativo;6;NAO
39191000;Fita P/emb Transp. 45mmx40mt;Outros;Outros;Produto profissional;;Unidade;1;Koretc;;Ativo;15;SIM
392290000;Tela Para Mictorio C/pedra;Utensílios de Limpeza;Telas para Mictório;Produto profissional;;Unidade;1;Fortcom;;Inativo;0;NAO
39232110;Saco P/lixo 200 LT Preto Ref 83x97cm;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Rava;;Inativo;0;SIM
39249000;Desentupidor De Pia Sanfonado;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;SIM
39259090;Toalheiro Autocortante P/bobina Bco;Outros;Outros;Produto profissional;;Unidade;1;Nobre;;Inativo;0;NAO
40151900;Luva Latex Proced. CX C/100 UN G;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Caixa;100;Volk;;Inativo;0;SIM
40169200;Borracha Bca 3cm;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Axe;;Ativo;142;SIM
40169990;Elastico P/dinheiro C/220un;Outros;Outros;Produto profissional;;Caixa;220;Mercur;;Ativo;4;SIM
42021210;Pasta Sanf A4 31 Divisorias Transp;Outros;Outros;Produto profissional;;Unidade;1;Acp;;Ativo;39;SIM
44209099;Assento Sanitário Branco Universal;Outros;Outros;Produto profissional;;Unidade;1;Tupa;;Inativo;0;SIM
480001;Papel Hig 8x300 220mt 100% Cel.virgem;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Maxx;;Inativo;0;NAO
480002;Papel Toalha CX. C/2400 Fls 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Caixa;1;Maxx;;Inativo;0;NAO
480003;Papel Toalha 1250 Fls Bco 23x21;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480004;Papel Toalha 1250g Creme;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Embalagem (1250G);1;Mixx;;Inativo;0;NAO
480005;Papel Hig 8x300 200mt,100% Celulose.- Angra Gold;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480006;Papel Hig Fofex F/simples FD C/64 Rolos 30 Mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480007;Papel Toalha Bobina 6x200, 100% Cel.multipell;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Ativo;3;NAO
480008;Papel Hig 8x100m, 100% Cel;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Supremo;;Inativo;0;NAO
480009;Papel Hig Interf. F/dupla C/8000 (cai Cai);Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Jofel;;Inativo;0;NAO
480010;Papel Toalha C/2000 Economy 100% Cel- Maxx;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;;;Inativo;0;NAO
480011;Papel Toalha C/2000fls 23x21, 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;Maxx;;Inativo;0;NAO
480012;Lençol Hosp 50x50 100% Cel. FD C/8rolos;Outros;Outros;Produto profissional;;Fardo;1;Maxx;;Inativo;0;NAO
480013;Lençol Hosp 70x50 Branco FD C/08 RL;Outros;Outros;Produto profissional;;Fardo;1;Maxx;;Ativo;5;NAO
480014;Bobina Multiuso 2x300;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Fardo;1;Maxx;;Inativo;0;NAO
480015;Guardanapo 19,5x18,5cm, FD 40 PCT;Papel e Descartáveis;Guardanapo;Produto profissional;;Pacote;1;;;Inativo;0;NAO
480016;Lençol Hosp 70x50 100% Cel. FD C/08 RL;Outros;Outros;Produto profissional;;Fardo;1;Maxx;;Inativo;0;NAO
480017;Papel Hig 8x300 Plus 100% Cel.(300mt);Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Stilo;;Inativo;0;NAO
480018;Papel Hig F/dupla Luxo FD C/64rl De 30mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Maciez;;Inativo;0;NAO
480019;Papel Toalha Bobina 6x200, 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480020;Saboneteira Reserv. Líq/gel 450ml;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Frasco (450ml);1;Dropy Lds450;;Inativo;0;NAO
480021;Papel Toalha 1000fls 23x21 Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480022;Papel Toalha 1000, 23x21, 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Divas;;Inativo;0;NAO
480023;Papel Toalha CX. C/2400 100% Cel 23x21 L- Maxx;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Caixa;1;;;Inativo;0;NAO
480024;Papel Hig Personal C/64 Rolos De 30m Neutro;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480025;Lençol Hosp 50x50 Branco FD C/08 Rolos;Outros;Outros;Produto profissional;;Fardo;1;Maxx;;Inativo;0;NAO
480026;Papel Hig 8x500m 100% Cel Maxx;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480027;Papel Hig 8x300 Neutro;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Maxx;;Ativo;3;NAO
480028;Papel Hig Bambino Jr F/dupla Neutro C/64rl 20mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480029;Papel Hig Fofinho F/simpl Neutro FD C/64rl De 30m;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480030;Papel Hig Fofinho F/dupla 100% Cel RL De 30m;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Inativo;0;NAO
480031;Papel Toalha Multipell1250, 23x21 Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
480032;Papel Toalha 1000 Fls 23x21 Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Supremo;;Inativo;0;NAO
480033;Papel Hig Familiar Soft F/simples FD 30 Mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;;;Inativo;0;NAO
480034;Papel Hig Neve F/dupla, 16 PCT 4x30mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Pacote;1;;;Inativo;0;NAO
480035;Papel Toalha 1250g Creme;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480036;Papel Toalha 1000g Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Mixx;;Inativo;0;NAO
480037;Papel Toalha 1000g Creme;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480038;Guardanapo F/D Luxo 23x23, 50fls;Papel e Descartáveis;Guardanapo;Produto profissional;;Unidade;1;Nevada;;Inativo;0;NAO
480039;Papel Toalha 1250g Creme;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maciez;;Inativo;0;NAO
480040;Papel Toalha 1250 Fls 100% Cel 23x21;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Divas;;Inativo;0;NAO
480041;Papel Toalha 700f 20x21 Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Utimix;;Inativo;0;NAO
480042;Papel Toalha 1000f 20x21 100% Celulose;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Utimix;;Ativo;267;NAO
480043;Papel Toalha Multipell2000 20x21 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;;;Inativo;0;NAO
480044;Papel Hig 8x300, 100% Cel 300mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Maxx;;Inativo;0;NAO
